"","userid","gender","country","Platform","B5_reserved","B5_trusting","B5_lazy","B5_handleStress","B5_nonArtistic","B5_outgoing","B5_findsFaults","B5_thorough","B5_nervous","B5_imaginative","attit_genderJokes","attit_cleverInsults","attit_cuteAnimals","attit_GoT","attit_looksJokes","attit_puns","attit_menEgoSex","attit_selfDepr","attit_comebacks","attit_romCom","excite_places","excite_restless","excite_fright","excite_parties","excite_trips","excite_friends","excite_bungee","excite_illegal","humorProd_jokes","humorProd_confid","humorProd_entertain","humorProd_success","moral_feelGood","moral_important","moral_ashamed","moral_notImportant","moral_desire","cheer_cheerful","cheer_fun","cheer_laugh","cheer_walkAir","cheer_amused","cheer_delighted","mood_upset","mood_hostile","mood_alert","mood_ashamed","mood_inspired","mood_nervous","mood_determined","mood_attentive","mood_afraid","mood_active","language_undst","duration","stimulus","funniness_rating"
"33665",290,"f","USA","Android",4,2,4,2,2,1,4,3,3,4,2,4,4,4,2,2,3,3,4,2,4,2,2,3,4,3,3,4,2,4,3,3,3,2,2,3,3,2,4,3,2,3,2,2,1,1,1,1,1,2,1,1,2,1,200,"cont_sexGolf",4
"33666",290,"f","USA","Android",4,2,4,2,2,1,4,3,3,4,2,4,4,4,2,2,3,3,4,2,4,2,2,3,4,3,3,4,2,4,3,3,3,2,2,3,3,2,4,3,2,3,2,2,1,1,1,1,1,2,1,1,2,1,200,"cont_cuteDog",4
"33667",290,"f","USA","Android",4,2,4,2,2,1,4,3,3,4,2,4,4,4,2,2,3,3,4,2,4,2,2,3,4,3,3,4,2,4,3,3,3,2,2,3,3,2,4,3,2,3,2,2,1,1,1,1,1,2,1,1,2,1,200,"cont_faceDraw",1
"33668",290,"f","USA","Android",4,2,4,2,2,1,4,3,3,4,2,4,4,4,2,2,3,3,4,2,4,2,2,3,4,3,3,4,2,4,3,3,3,2,2,3,3,2,4,3,2,3,2,2,1,1,1,1,1,2,1,1,2,1,200,"cont_avocado",4
"33669",290,"f","USA","Android",4,2,4,2,2,1,4,3,3,4,2,4,4,4,2,2,3,3,4,2,4,2,2,3,4,3,3,4,2,4,3,3,3,2,2,3,3,2,4,3,2,3,2,2,1,1,1,1,1,2,1,1,2,1,200,"cont_romFail",3
"33670",2607,"f","GBR","iOS",4,5,5,3,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,3,3,3,4,3,3,2,3,2,3,5,128,"cont_knock",7
"33671",2607,"f","GBR","iOS",4,5,5,3,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,3,3,3,4,3,3,2,3,2,3,5,128,"cont_lifeSupport",7
"33672",2607,"f","GBR","iOS",4,5,5,3,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,3,3,3,4,3,3,2,3,2,3,5,128,"cont_kangeroos",6
"33673",2607,"f","GBR","iOS",4,5,5,3,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,3,3,3,4,3,3,2,3,2,3,5,128,"cont_iAmCringe",6
"33674",2607,"f","GBR","iOS",4,5,5,3,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,3,3,3,4,3,3,2,3,2,3,5,128,"cont_sexGolf",6
"33675",2607,"f","GBR","iOS",4,5,5,3,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,3,3,3,4,3,3,2,3,2,3,5,128,"cont_cuteDog",7
"33676",2607,"f","GBR","iOS",4,5,5,3,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,3,3,3,4,3,3,2,3,2,3,5,128,"cont_faceDraw",7
"33677",2607,"f","GBR","iOS",4,5,5,3,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,3,3,3,4,3,3,2,3,2,3,5,128,"cont_avocado",7
"33678",2607,"f","GBR","iOS",4,5,5,3,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,3,3,3,4,3,3,2,3,2,3,5,128,"cont_romFail",7
"33679",3635,"m","GBR","Android",3,1,4,1,2,2,4,2,4,3,5,4,4,5,4,4,2,5,5,3,4,1,2,4,1,2,2,4,4,3,4,2,3,2,1,3,3,2,5,4,2,3,2,4,4,2,2,1,3,3,2,2,1,1,128,"cont_lifeSupport",3
"33680",3635,"m","GBR","Android",3,1,4,1,2,2,4,2,4,3,5,4,4,5,4,4,2,5,5,3,4,1,2,4,1,2,2,4,4,3,4,2,3,2,1,3,3,2,5,4,2,3,2,4,4,2,2,1,3,3,2,2,1,1,128,"cont_kangeroos",5
"33681",3635,"m","GBR","Android",3,1,4,1,2,2,4,2,4,3,5,4,4,5,4,4,2,5,5,3,4,1,2,4,1,2,2,4,4,3,4,2,3,2,1,3,3,2,5,4,2,3,2,4,4,2,2,1,3,3,2,2,1,1,128,"cont_iAmCringe",1
"33682",3635,"m","GBR","Android",3,1,4,1,2,2,4,2,4,3,5,4,4,5,4,4,2,5,5,3,4,1,2,4,1,2,2,4,4,3,4,2,3,2,1,3,3,2,5,4,2,3,2,4,4,2,2,1,3,3,2,2,1,1,128,"cont_sexGolf",3
"33683",3635,"m","GBR","Android",3,1,4,1,2,2,4,2,4,3,5,4,4,5,4,4,2,5,5,3,4,1,2,4,1,2,2,4,4,3,4,2,3,2,1,3,3,2,5,4,2,3,2,4,4,2,2,1,3,3,2,2,1,1,128,"cont_cuteDog",4
"33684",3635,"m","GBR","Android",3,1,4,1,2,2,4,2,4,3,5,4,4,5,4,4,2,5,5,3,4,1,2,4,1,2,2,4,4,3,4,2,3,2,1,3,3,2,5,4,2,3,2,4,4,2,2,1,3,3,2,2,1,1,128,"cont_faceDraw",5
"33685",3635,"m","GBR","Android",3,1,4,1,2,2,4,2,4,3,5,4,4,5,4,4,2,5,5,3,4,1,2,4,1,2,2,4,4,3,4,2,3,2,1,3,3,2,5,4,2,3,2,4,4,2,2,1,3,3,2,2,1,1,128,"cont_avocado",1
"33686",3635,"m","GBR","Android",3,1,4,1,2,2,4,2,4,3,5,4,4,5,4,4,2,5,5,3,4,1,2,4,1,2,2,4,4,3,4,2,3,2,1,3,3,2,5,4,2,3,2,4,4,2,2,1,3,3,2,2,1,1,128,"cont_romFail",2
"33687",3635,"m","GBR","Android",3,1,4,1,2,2,4,2,4,3,5,4,4,5,4,4,2,5,5,3,4,1,2,4,1,2,2,4,4,3,4,2,3,2,1,3,3,2,5,4,2,3,2,4,4,2,2,1,3,3,2,2,1,1,128,"cont_buttCar",4
"33688",3684,"m","USA","Android",4,4,2,4,5,5,2,5,4,4,2,2,4,3,4,4,2,4,4,4,4,4,4,2,4,4,4,4,5,4,5,4,5,5,2,2,5,5,5,4,2,4,5,2,3,4,3,5,2,5,3,2,4,3,243,"cont_knock",5
"33689",3684,"m","USA","Android",4,4,2,4,5,5,2,5,4,4,2,2,4,3,4,4,2,4,4,4,4,4,4,2,4,4,4,4,5,4,5,4,5,5,2,2,5,5,5,4,2,4,5,2,3,4,3,5,2,5,3,2,4,3,243,"cont_lifeSupport",4
"33690",3684,"m","USA","Android",4,4,2,4,5,5,2,5,4,4,2,2,4,3,4,4,2,4,4,4,4,4,4,2,4,4,4,4,5,4,5,4,5,5,2,2,5,5,5,4,2,4,5,2,3,4,3,5,2,5,3,2,4,3,243,"cont_kangeroos",3
"33691",3684,"m","USA","Android",4,4,2,4,5,5,2,5,4,4,2,2,4,3,4,4,2,4,4,4,4,4,4,2,4,4,4,4,5,4,5,4,5,5,2,2,5,5,5,4,2,4,5,2,3,4,3,5,2,5,3,2,4,3,243,"cont_iAmCringe",5
"33692",3684,"m","USA","Android",4,4,2,4,5,5,2,5,4,4,2,2,4,3,4,4,2,4,4,4,4,4,4,2,4,4,4,4,5,4,5,4,5,5,2,2,5,5,5,4,2,4,5,2,3,4,3,5,2,5,3,2,4,3,243,"cont_sexGolf",6
"33693",3684,"m","USA","Android",4,4,2,4,5,5,2,5,4,4,2,2,4,3,4,4,2,4,4,4,4,4,4,2,4,4,4,4,5,4,5,4,5,5,2,2,5,5,5,4,2,4,5,2,3,4,3,5,2,5,3,2,4,3,243,"cont_faceDraw",6
"33694",3684,"m","USA","Android",4,4,2,4,5,5,2,5,4,4,2,2,4,3,4,4,2,4,4,4,4,4,4,2,4,4,4,4,5,4,5,4,5,5,2,2,5,5,5,4,2,4,5,2,3,4,3,5,2,5,3,2,4,3,243,"cont_avocado",6
"33695",3684,"m","USA","Android",4,4,2,4,5,5,2,5,4,4,2,2,4,3,4,4,2,4,4,4,4,4,4,2,4,4,4,4,5,4,5,4,5,5,2,2,5,5,5,4,2,4,5,2,3,4,3,5,2,5,3,2,4,3,243,"cont_romFail",6
"33696",3684,"m","USA","Android",4,4,2,4,5,5,2,5,4,4,2,2,4,3,4,4,2,4,4,4,4,4,4,2,4,4,4,4,5,4,5,4,5,5,2,2,5,5,5,4,2,4,5,2,3,4,3,5,2,5,3,2,4,3,243,"cont_buttCar",5
"33697",4484,"m","GBR","Android",4,4,2,4,5,4,2,4,4,4,4,5,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,5,2,4,5,5,2,2,4,5,5,4,2,4,5,1,3,4,1,4,5,5,5,3,5,4,195,"cont_knock",5
"33698",4484,"m","GBR","Android",4,4,2,4,5,4,2,4,4,4,4,5,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,5,2,4,5,5,2,2,4,5,5,4,2,4,5,1,3,4,1,4,5,5,5,3,5,4,195,"cont_lifeSupport",7
"33699",4484,"m","GBR","Android",4,4,2,4,5,4,2,4,4,4,4,5,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,5,2,4,5,5,2,2,4,5,5,4,2,4,5,1,3,4,1,4,5,5,5,3,5,4,195,"cont_kangeroos",4
"33700",4484,"m","GBR","Android",4,4,2,4,5,4,2,4,4,4,4,5,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,5,2,4,5,5,2,2,4,5,5,4,2,4,5,1,3,4,1,4,5,5,5,3,5,4,195,"cont_iAmCringe",5
"33701",4484,"m","GBR","Android",4,4,2,4,5,4,2,4,4,4,4,5,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,5,2,4,5,5,2,2,4,5,5,4,2,4,5,1,3,4,1,4,5,5,5,3,5,4,195,"cont_sexGolf",6
"33702",4484,"m","GBR","Android",4,4,2,4,5,4,2,4,4,4,4,5,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,5,2,4,5,5,2,2,4,5,5,4,2,4,5,1,3,4,1,4,5,5,5,3,5,4,195,"cont_cuteDog",6
"33703",4484,"m","GBR","Android",4,4,2,4,5,4,2,4,4,4,4,5,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,5,2,4,5,5,2,2,4,5,5,4,2,4,5,1,3,4,1,4,5,5,5,3,5,4,195,"cont_faceDraw",5
"33704",4484,"m","GBR","Android",4,4,2,4,5,4,2,4,4,4,4,5,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,5,2,4,5,5,2,2,4,5,5,4,2,4,5,1,3,4,1,4,5,5,5,3,5,4,195,"cont_romFail",6
"33705",4484,"m","GBR","Android",4,4,2,4,5,4,2,4,4,4,4,5,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,5,2,4,5,5,2,2,4,5,5,4,2,4,5,1,3,4,1,4,5,5,5,3,5,4,195,"cont_buttCar",6
"33706",3076,"m","GBR","Android",4,4,2,4,5,2,2,5,3,3,3,4,2,1,2,3,3,4,4,2,3,2,4,3,4,4,3,2,2,2,2,4,4,3,1,2,4,4,3,4,3,4,3,2,1,4,1,3,1,4,4,1,3,3,283,"cont_knock",4
"33707",3076,"m","GBR","Android",4,4,2,4,5,2,2,5,3,3,3,4,2,1,2,3,3,4,4,2,3,2,4,3,4,4,3,2,2,2,2,4,4,3,1,2,4,4,3,4,3,4,3,2,1,4,1,3,1,4,4,1,3,3,283,"cont_lifeSupport",2
"33708",3076,"m","GBR","Android",4,4,2,4,5,2,2,5,3,3,3,4,2,1,2,3,3,4,4,2,3,2,4,3,4,4,3,2,2,2,2,4,4,3,1,2,4,4,3,4,3,4,3,2,1,4,1,3,1,4,4,1,3,3,283,"cont_kangeroos",5
"33709",3076,"m","GBR","Android",4,4,2,4,5,2,2,5,3,3,3,4,2,1,2,3,3,4,4,2,3,2,4,3,4,4,3,2,2,2,2,4,4,3,1,2,4,4,3,4,3,4,3,2,1,4,1,3,1,4,4,1,3,3,283,"cont_iAmCringe",3
"33710",3076,"m","GBR","Android",4,4,2,4,5,2,2,5,3,3,3,4,2,1,2,3,3,4,4,2,3,2,4,3,4,4,3,2,2,2,2,4,4,3,1,2,4,4,3,4,3,4,3,2,1,4,1,3,1,4,4,1,3,3,283,"cont_sexGolf",5
"33711",3076,"m","GBR","Android",4,4,2,4,5,2,2,5,3,3,3,4,2,1,2,3,3,4,4,2,3,2,4,3,4,4,3,2,2,2,2,4,4,3,1,2,4,4,3,4,3,4,3,2,1,4,1,3,1,4,4,1,3,3,283,"cont_cuteDog",3
"33712",3076,"m","GBR","Android",4,4,2,4,5,2,2,5,3,3,3,4,2,1,2,3,3,4,4,2,3,2,4,3,4,4,3,2,2,2,2,4,4,3,1,2,4,4,3,4,3,4,3,2,1,4,1,3,1,4,4,1,3,3,283,"cont_faceDraw",2
"33713",3076,"m","GBR","Android",4,4,2,4,5,2,2,5,3,3,3,4,2,1,2,3,3,4,4,2,3,2,4,3,4,4,3,2,2,2,2,4,4,3,1,2,4,4,3,4,3,4,3,2,1,4,1,3,1,4,4,1,3,3,283,"cont_avocado",2
"33714",3076,"m","GBR","Android",4,4,2,4,5,2,2,5,3,3,3,4,2,1,2,3,3,4,4,2,3,2,4,3,4,4,3,2,2,2,2,4,4,3,1,2,4,4,3,4,3,4,3,2,1,4,1,3,1,4,4,1,3,3,283,"cont_buttCar",4
"33715",3663,"f","GBR","Android",5,5,3,1,4,1,5,3,5,3,3,3,5,4,1,3,5,3,3,2,4,4,2,1,5,3,1,3,1,1,1,1,5,5,1,1,5,1,3,1,1,1,3,4,4,2,4,2,4,2,3,4,3,1,249,"cont_knock",1
"33716",3663,"f","GBR","Android",5,5,3,1,4,1,5,3,5,3,3,3,5,4,1,3,5,3,3,2,4,4,2,1,5,3,1,3,1,1,1,1,5,5,1,1,5,1,3,1,1,1,3,4,4,2,4,2,4,2,3,4,3,1,249,"cont_lifeSupport",1
"33717",3663,"f","GBR","Android",5,5,3,1,4,1,5,3,5,3,3,3,5,4,1,3,5,3,3,2,4,4,2,1,5,3,1,3,1,1,1,1,5,5,1,1,5,1,3,1,1,1,3,4,4,2,4,2,4,2,3,4,3,1,249,"cont_kangeroos",1
"33718",3663,"f","GBR","Android",5,5,3,1,4,1,5,3,5,3,3,3,5,4,1,3,5,3,3,2,4,4,2,1,5,3,1,3,1,1,1,1,5,5,1,1,5,1,3,1,1,1,3,4,4,2,4,2,4,2,3,4,3,1,249,"cont_iAmCringe",1
"33719",3663,"f","GBR","Android",5,5,3,1,4,1,5,3,5,3,3,3,5,4,1,3,5,3,3,2,4,4,2,1,5,3,1,3,1,1,1,1,5,5,1,1,5,1,3,1,1,1,3,4,4,2,4,2,4,2,3,4,3,1,249,"cont_sexGolf",1
"33720",3663,"f","GBR","Android",5,5,3,1,4,1,5,3,5,3,3,3,5,4,1,3,5,3,3,2,4,4,2,1,5,3,1,3,1,1,1,1,5,5,1,1,5,1,3,1,1,1,3,4,4,2,4,2,4,2,3,4,3,1,249,"cont_faceDraw",1
"33721",3663,"f","GBR","Android",5,5,3,1,4,1,5,3,5,3,3,3,5,4,1,3,5,3,3,2,4,4,2,1,5,3,1,3,1,1,1,1,5,5,1,1,5,1,3,1,1,1,3,4,4,2,4,2,4,2,3,4,3,1,249,"cont_avocado",1
"33722",3663,"f","GBR","Android",5,5,3,1,4,1,5,3,5,3,3,3,5,4,1,3,5,3,3,2,4,4,2,1,5,3,1,3,1,1,1,1,5,5,1,1,5,1,3,1,1,1,3,4,4,2,4,2,4,2,3,4,3,1,249,"cont_romFail",1
"33723",3663,"f","GBR","Android",5,5,3,1,4,1,5,3,5,3,3,3,5,4,1,3,5,3,3,2,4,4,2,1,5,3,1,3,1,1,1,1,5,5,1,1,5,1,3,1,1,1,3,4,4,2,4,2,4,2,3,4,3,1,249,"cont_buttCar",1
"33724",4470,"f","USA","Android",5,4,2,4,4,4,4,4,3,3,3,3,4,5,5,4,2,3,5,4,3,3,3,3,3,3,3,3,4,4,3,4,4,1,1,1,5,4,5,5,4,4,5,4,4,3,1,4,2,5,4,2,4,4,133,"cont_knock",6
"33725",4470,"f","USA","Android",5,4,2,4,4,4,4,4,3,3,3,3,4,5,5,4,2,3,5,4,3,3,3,3,3,3,3,3,4,4,3,4,4,1,1,1,5,4,5,5,4,4,5,4,4,3,1,4,2,5,4,2,4,4,133,"cont_lifeSupport",6
"33726",4470,"f","USA","Android",5,4,2,4,4,4,4,4,3,3,3,3,4,5,5,4,2,3,5,4,3,3,3,3,3,3,3,3,4,4,3,4,4,1,1,1,5,4,5,5,4,4,5,4,4,3,1,4,2,5,4,2,4,4,133,"cont_iAmCringe",6
"33727",4470,"f","USA","Android",5,4,2,4,4,4,4,4,3,3,3,3,4,5,5,4,2,3,5,4,3,3,3,3,3,3,3,3,4,4,3,4,4,1,1,1,5,4,5,5,4,4,5,4,4,3,1,4,2,5,4,2,4,4,133,"cont_sexGolf",6
"33728",4470,"f","USA","Android",5,4,2,4,4,4,4,4,3,3,3,3,4,5,5,4,2,3,5,4,3,3,3,3,3,3,3,3,4,4,3,4,4,1,1,1,5,4,5,5,4,4,5,4,4,3,1,4,2,5,4,2,4,4,133,"cont_cuteDog",6
"33729",4470,"f","USA","Android",5,4,2,4,4,4,4,4,3,3,3,3,4,5,5,4,2,3,5,4,3,3,3,3,3,3,3,3,4,4,3,4,4,1,1,1,5,4,5,5,4,4,5,4,4,3,1,4,2,5,4,2,4,4,133,"cont_faceDraw",6
"33730",4470,"f","USA","Android",5,4,2,4,4,4,4,4,3,3,3,3,4,5,5,4,2,3,5,4,3,3,3,3,3,3,3,3,4,4,3,4,4,1,1,1,5,4,5,5,4,4,5,4,4,3,1,4,2,5,4,2,4,4,133,"cont_avocado",6
"33731",4470,"f","USA","Android",5,4,2,4,4,4,4,4,3,3,3,3,4,5,5,4,2,3,5,4,3,3,3,3,3,3,3,3,4,4,3,4,4,1,1,1,5,4,5,5,4,4,5,4,4,3,1,4,2,5,4,2,4,4,133,"cont_romFail",5
"33732",4470,"f","USA","Android",5,4,2,4,4,4,4,4,3,3,3,3,4,5,5,4,2,3,5,4,3,3,3,3,3,3,3,3,4,4,3,4,4,1,1,1,5,4,5,5,4,4,5,4,4,3,1,4,2,5,4,2,4,4,133,"cont_buttCar",6
"33733",2809,"m","USA","Android",4,3,2,4,3,4,4,4,3,3,2,2,3,3,1,2,1,1,2,1,5,4,1,1,3,4,1,1,4,4,4,4,5,5,1,1,5,5,5,2,2,4,3,3,2,4,3,4,5,4,4,3,4,1,275,"cont_knock",4
"33734",2809,"m","USA","Android",4,3,2,4,3,4,4,4,3,3,2,2,3,3,1,2,1,1,2,1,5,4,1,1,3,4,1,1,4,4,4,4,5,5,1,1,5,5,5,2,2,4,3,3,2,4,3,4,5,4,4,3,4,1,275,"cont_lifeSupport",6
"33735",2809,"m","USA","Android",4,3,2,4,3,4,4,4,3,3,2,2,3,3,1,2,1,1,2,1,5,4,1,1,3,4,1,1,4,4,4,4,5,5,1,1,5,5,5,2,2,4,3,3,2,4,3,4,5,4,4,3,4,1,275,"cont_kangeroos",3
"33736",2809,"m","USA","Android",4,3,2,4,3,4,4,4,3,3,2,2,3,3,1,2,1,1,2,1,5,4,1,1,3,4,1,1,4,4,4,4,5,5,1,1,5,5,5,2,2,4,3,3,2,4,3,4,5,4,4,3,4,1,275,"cont_iAmCringe",1
"33737",2809,"m","USA","Android",4,3,2,4,3,4,4,4,3,3,2,2,3,3,1,2,1,1,2,1,5,4,1,1,3,4,1,1,4,4,4,4,5,5,1,1,5,5,5,2,2,4,3,3,2,4,3,4,5,4,4,3,4,1,275,"cont_cuteDog",2
"33738",2809,"m","USA","Android",4,3,2,4,3,4,4,4,3,3,2,2,3,3,1,2,1,1,2,1,5,4,1,1,3,4,1,1,4,4,4,4,5,5,1,1,5,5,5,2,2,4,3,3,2,4,3,4,5,4,4,3,4,1,275,"cont_faceDraw",5
"33739",2809,"m","USA","Android",4,3,2,4,3,4,4,4,3,3,2,2,3,3,1,2,1,1,2,1,5,4,1,1,3,4,1,1,4,4,4,4,5,5,1,1,5,5,5,2,2,4,3,3,2,4,3,4,5,4,4,3,4,1,275,"cont_avocado",6
"33740",2809,"m","USA","Android",4,3,2,4,3,4,4,4,3,3,2,2,3,3,1,2,1,1,2,1,5,4,1,1,3,4,1,1,4,4,4,4,5,5,1,1,5,5,5,2,2,4,3,3,2,4,3,4,5,4,4,3,4,1,275,"cont_romFail",6
"33741",2809,"m","USA","Android",4,3,2,4,3,4,4,4,3,3,2,2,3,3,1,2,1,1,2,1,5,4,1,1,3,4,1,1,4,4,4,4,5,5,1,1,5,5,5,2,2,4,3,3,2,4,3,4,5,4,4,3,4,1,275,"cont_buttCar",6
"33742",801,"f","GBR","Android",5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,3,5,3,3,1,3,5,3,5,5,3,5,108,"cont_knock",7
"33743",801,"f","GBR","Android",5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,3,5,3,3,1,3,5,3,5,5,3,5,108,"cont_lifeSupport",7
"33744",801,"f","GBR","Android",5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,3,5,3,3,1,3,5,3,5,5,3,5,108,"cont_kangeroos",7
"33745",801,"f","GBR","Android",5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,3,5,3,3,1,3,5,3,5,5,3,5,108,"cont_sexGolf",7
"33746",801,"f","GBR","Android",5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,3,5,3,3,1,3,5,3,5,5,3,5,108,"cont_cuteDog",7
"33747",801,"f","GBR","Android",5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,3,5,3,3,1,3,5,3,5,5,3,5,108,"cont_faceDraw",7
"33748",801,"f","GBR","Android",5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,3,5,3,3,1,3,5,3,5,5,3,5,108,"cont_avocado",7
"33749",801,"f","GBR","Android",5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,3,5,3,3,1,3,5,3,5,5,3,5,108,"cont_romFail",7
"33750",801,"f","GBR","Android",5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,3,5,3,3,1,3,5,3,5,5,3,5,108,"cont_buttCar",7
"33751",3671,"f","USA","Android",4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,3,4,4,113,"cont_knock",6
"33752",3671,"f","USA","Android",4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,3,4,4,113,"cont_lifeSupport",6
"33753",3671,"f","USA","Android",4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,3,4,4,113,"cont_kangeroos",6
"33754",3671,"f","USA","Android",4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,3,4,4,113,"cont_iAmCringe",6
"33755",3671,"f","USA","Android",4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,3,4,4,113,"cont_sexGolf",6
"33756",3671,"f","USA","Android",4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,3,4,4,113,"cont_cuteDog",6
"33757",3671,"f","USA","Android",4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,3,4,4,113,"cont_faceDraw",6
"33758",3671,"f","USA","Android",4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,3,4,4,113,"cont_romFail",6
"33759",3671,"f","USA","Android",4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,3,4,4,113,"cont_buttCar",7
"33760",4550,"m","USA","Android",5,3,2,3,4,1,5,5,5,4,5,5,5,2,2,3,4,4,3,4,4,4,1,1,4,2,5,1,2,5,4,5,5,5,1,1,5,5,5,2,3,4,4,2,5,4,2,5,3,4,5,5,5,3,217,"cont_knock",4
"33761",4550,"m","USA","Android",5,3,2,3,4,1,5,5,5,4,5,5,5,2,2,3,4,4,3,4,4,4,1,1,4,2,5,1,2,5,4,5,5,5,1,1,5,5,5,2,3,4,4,2,5,4,2,5,3,4,5,5,5,3,217,"cont_lifeSupport",7
"33762",4550,"m","USA","Android",5,3,2,3,4,1,5,5,5,4,5,5,5,2,2,3,4,4,3,4,4,4,1,1,4,2,5,1,2,5,4,5,5,5,1,1,5,5,5,2,3,4,4,2,5,4,2,5,3,4,5,5,5,3,217,"cont_kangeroos",7
